spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames,tempo,tempo_variance,loudness,energy,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,key,mode,acousticness,danceability,valence
1jE8GlykZ1yw0RAor8Z8zP,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Jaguares - No Importa.mp3,DataSets\img\Jaguares - No Importa.npy,128.0,12462.0,[143.5546875],0.00110224369435637,-21.086367,0.316974937915802,1327.2547297414978,2153.3983729175575,2448.4238941753424,0.02677854648488448,2,0,0.9989105957793072,[0.67788632],0.19414196128803385
135Ns5af7wyS7pOgeBRxJv,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Trío Cantores del Pánuco - El Sacamandú.mp3,DataSets\img\Trío Cantores del Pánuco - El Sacamandú.npy,128.0,24102.0,[151.99908088],0.00033641447984950653,-26.157984,0.3166173994541168,1988.0281950343451,2675.1070440658796,4110.900074512283,0.04130614763969172,5,0,0.9888945268467069,[0.68850244],0.23807434615366194
4akA0jXMAwk1KVg7F2pHbF,Trompa-Mer,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,DataSets\audio\Mike Laure Jr - Atrevete y Cuentale.mp3,DataSets\img\Mike Laure Jr - Atrevete y Cuentale.npy,128.0,19839.0,[87.59269068],7.182293344012435e-05,-23.420437,0.23745045065879822,3538.538909229545,3911.0599110260646,8172.22988685865,0.07393286201391328,5,0,0.9996142592281103,[0.55834272],0.31505274416823575
72qbqvuzJN0fZJXVRNVf30,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Los Caminantes - Puruxón Cahuicia.mp3,DataSets\img\Los Caminantes - Puruxón Cahuicia.npy,128.0,21300.0,[92.28515625],0.00034551407771031,-17.887598,0.447755366563797,2714.0976830754553,3181.625778540444,5950.742820407889,0.05626827927409245,3,0,0.9933736599050462,[0.63418494],0.3301916343929627
6S4ZDhnPA6usxi7gSzC7HT,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Isidro Lopez - A Ver Si Me Olvidas.mp3,DataSets\img\Isidro Lopez - A Ver Si Me Olvidas.npy,128.0,16242.0,[178.20581897],0.00045780016676483796,-20.319576,0.2779945731163025,1360.0891697728907,1945.6634182131174,2366.292772599848,0.03274262587115797,3,0,0.9821688123047352,[0.71706416],0.18333746902362688
2QQMjvrRlC0zBQCrlWijSf,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Los Hermanos Pérez Maya - La Presumida.mp3,DataSets\img\Los Hermanos Pérez Maya - La Presumida.npy,128.0,21300.0,[132.51201923],0.0008200632530786946,-25.138876,0.1565316766500473,2163.810976683793,2494.1149477560994,4164.380167594435,0.05338208090319416,1,0,0.9984715974424034,[0.60585446],0.19643129066226864
3jylBcSC2wYbH6QVD9Sadn,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Cristina Maica - Qué Te Pasa Corazón.mp3,DataSets\img\Cristina Maica - Qué Te Pasa Corazón.npy,128.0,19066.0,[126.04801829],0.0007692974364834162,-21.929668,0.37988048791885376,2930.99107361318,3065.1503899218337,5972.395562759751,0.07333896958919438,1,0,0.963696900755167,[0.65793916],0.3220262342138299
1ziEb2b34hEssVrITjrX5a,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Marco Toro Y Su Ensamble - Civilizacion.mp3,DataSets\img\Marco Toro Y Su Ensamble - Civilizacion.npy,128.0,18173.0,[99.38401442],0.0009601636702122363,-19.62814,0.47370290756225586,1774.2667294870782,2647.6162524033734,3727.438318034083,0.02992503059517345,9,0,0.9868820123374462,[0.65250166],0.27618541781989053
1h3LHues4x1LNBWXr3lqFI,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Vasallos del Sol - Sirenas.mp3,DataSets\img\Vasallos del Sol - Sirenas.npy,128.0,13243.0,[198.76802885],0.0003100991850806299,-26.61614,0.22567957639694214,2400.9230966014247,2498.263734022841,4331.747278946042,0.05482922869455159,9,0,0.998536511673592,[0.73935208],0.23528806523907572
5sKkHrBJeXaJVxsKF7iRXP,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Alberto Naranjo - Sin Tu Mirada.mp3,DataSets\img\Alberto Naranjo - Sin Tu Mirada.npy,128.0,23123.0,[139.67483108],0.0012530243700252862,-26.332783,0.31747376918792725,2502.4101476363535,2805.1520170230483,5036.120588306826,0.05656844685177746,9,0,0.9812645521014929,[0.66570416],0.272651932905066
1IfwdtV2kstO6WqKUpOQy5,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Soledad Bravo - Los caminos.mp3,DataSets\img\Soledad Bravo - Los caminos.npy,128.0,19970.0,[132.51201923],0.0003767724106883262,-18.973886,0.35989123582839966,1986.7965461854171,2366.5521860546523,4151.018447215097,0.043055159402069644,0,0,0.9990054451627657,[0.67381893],0.25241684835516104
2FcmSfTV12yWU82c4VuHKJ,Trompa-Mer,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,DataSets\audio\Urbango Eduardo Baró - Milonga del 900.mp3,DataSets\img\Urbango Eduardo Baró - Milonga del 900.npy,128.0,18230.0,[103.359375],0.002828663030771243,-15.864413,0.44588276743888855,1829.4842225965476,2152.797915647234,3229.6156851535634,0.0468428770518883,9,0,0.9882940175011754,[0.65032455],0.27059320398606607
148Hy5OSxtUS0jNwwiv6so,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,DataSets\audio\Ruben Rada - Amigo Mío No Sufras Tanto.mp3,DataSets\img\Ruben Rada - Amigo Mío No Sufras Tanto.npy,128.0,25187.0,[114.84375],0.0001150282379878126,-16.097725,0.4844599962234497,4039.726584955863,3854.6450647005627,8418.141435545975,0.11145353770051628,2,0,0.9898809846490622,[0.68285324],0.4308017710715408
3eALmit99QwdZ5TpPKADQp,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Alfredo Zitarrosa - Pa' l Que Se Va.mp3,DataSets\img\Alfredo Zitarrosa - Pa' l Que Se Va.npy,128.0,11744.0,[172.265625],0.00034986248972981236,-19.618193,0.39044326543807983,1147.1757537820026,1584.4584238557086,2108.1655155168687,0.02731082782377657,9,0,0.9838634692132473,[0.74521162],0.20662613873149346
1kjq7Hv6MMC6KmoSIM4KnK,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Grupo Electronico Keguay - Alumbra Luna.mp3,DataSets\img\Grupo Electronico Keguay - Alumbra Luna.npy,128.0,18823.0,[103.359375],0.0017257954122062652,-15.139533,0.4922308325767517,3564.5063862704947,3714.0426335896796,7773.512891010493,0.06777095588802196,5,0,0.9893758725374937,[0.66613453],0.4017107032769502
5kVtdLeqffeuaJMMSbM07F,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Julio Sosa - Sus Ojos Se Cerraron (with Leopoldo Federico y Su Orquesta).mp3,DataSets\img\Julio Sosa - Sus Ojos Se Cerraron (with Leopoldo Federico y Su Orquesta).npy,128.0,20704.0,[120.18531977],0.001698911559024168,-20.124695,0.39385953545570374,2309.6644676401056,2674.8719685220613,4171.464321324931,0.05885504467665283,4,0,0.9994648403953761,[0.66475032],0.285264142994575
2RiFT9ZJhR8jcBaz5Si7DC,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Jorge Drexler - Despedir a los glaciares.mp3,DataSets\img\Jorge Drexler - Despedir a los glaciares.npy,128.0,21684.0,[151.99908088],0.001689625207603837,-16.067808,0.43944093585014343,1534.4096118467867,2347.3981830953276,3034.943397858161,0.02821108515821599,2,0,0.9919191673398018,[0.73045184],0.2487742860731669
0UjM15IsJ9mMZT2kxcxhxF,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Daniel Viglietti - Yo Nací en Jacinto Vera.mp3,DataSets\img\Daniel Viglietti - Yo Nací en Jacinto Vera.npy,128.0,17360.0,[87.59269068],0.0034161402402185675,-30.134153,0.2584570050239563,915.4006799648835,1324.621655644023,1575.9934350287149,0.0206224294455962,7,0,0.8984629139304161,[0.53162779],0.14717904700564433
1D33YKTE6nQA96IaSKWlV5,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Raul Jaurena - Pa' Que Bailen Los Muchachos.mp3,DataSets\img\Raul Jaurena - Pa' Que Bailen Los Muchachos.npy,128.0,16464.0,[112.34714674],0.0014241765552834968,-30.266258,0.1540672779083252,1217.4991728945442,1685.311684333142,2209.4955363635763,0.03108210920421691,9,0,0.9997323603893165,[0.57184512],0.132522370829078
7Gqkz5d8RdmVjddyxdqiaK,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Carlos Benavides - Como un Jazmín del País.mp3,DataSets\img\Carlos Benavides - Como un Jazmín del País.npy,128.0,26299.0,[103.359375],0.0021235487966271573,-22.341166,0.25864335894584656,1403.151356586545,1882.2089049284948,2698.0137696519623,0.03430404272387648,5,0,0.9917184077203274,[0.58905288],0.17975787675438518
2zTNEgnbcjcyUqZLSDfxhq,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Gauchos de Roldán - Polca del 1904 (The 1904 Polca).mp3,DataSets\img\Los Gauchos de Roldán - Polca del 1904 (The 1904 Polca).npy,128.0,10495.0,[105.46875],0.0010476946631495549,-7.693756,0.6422526240348816,1542.030913964646,1793.3480369367096,3123.824635733545,0.042373846273506634,2,0,0.999543584883213,[0.72304665],0.3168862689426036
7my3TOMotQsiwkwyl3q9lg,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Jorge Drexler - Toíto cái lo traigo andao - Cara B.mp3,DataSets\img\Jorge Drexler - Toíto cái lo traigo andao - Cara B.npy,128.0,22159.0,[95.703125],0.0036006125603609516,-20.705147,0.3701719641685486,1272.51941988151,2118.784494892026,2228.7440626473594,0.020722992925115268,11,0,0.9997753878560616,[0.61615433],0.2082252827149502
0Qr8nK59gdzidJ688tfdjK,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Juan Luis Guerra 4.40 - Me Enamoro de Ella.mp3,DataSets\img\Juan Luis Guerra 4.40 - Me Enamoro de Ella.npy,128.0,25667.0,[135.99917763],0.00024211033103508105,-24.73513,0.3854663372039795,3324.7360118523993,3494.9282062379293,7187.6055454332145,0.07391195088457798,7,0,0.9991132045979612,[0.68819181],0.3501378465248198
0sFPuPPozGKMXZOU8q7GTp,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Prince Royce - Tumbao (feat. Gente de Zona & Arturo Sandoval).mp3,DataSets\img\Prince Royce - Tumbao (feat. Gente de Zona & Arturo Sandoval).npy,128.0,22198.0,[129.19921875],0.00023543051766093307,-14.744868,0.44589272141456604,2548.995716688479,3045.690015172061,5460.274098927007,0.05303477522718358,9,0,0.9888917533680797,[0.69359352],0.3185639549174206
5O1LrXgtUg9cZyw9hMdI6H,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Aventura - 9_ 15 - Live.mp3,DataSets\img\Aventura - 9_ 15 - Live.npy,128.0,26310.0,[126.04801829],0.0002215355005102716,-13.4576645,0.468711793422699,3132.038435936937,3020.5076361672322,6239.064348750331,0.08057097425781078,6,0,0.9836187306791544,[0.69419021],0.3650398268700288
0H5HuPHYnAbx1xinL5Jw3r,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Víctor Víctor & La Vellonera - La Casita.mp3,DataSets\img\Víctor Víctor & La Vellonera - La Casita.npy,128.0,21503.0,[135.99917763],0.00016177666531808736,-16.482977,0.40822485089302063,2397.834693168401,3383.956883330651,5668.4270847745465,0.04093967131060688,9,0,0.9997135575977154,[0.6959781],0.29593059650890025
47WfVHxxA4D8hxyFeyXVK7,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Cuco Valoy - Matilda.mp3,DataSets\img\Cuco Valoy - Matilda.npy,128.0,29306.0,[114.84375],0.00016959418934023147,-20.784067,0.3420957028865814,2387.5494372416065,2707.4155430861747,4897.923342281094,0.05063721457541003,10,0,0.9997784969164059,[0.63869765],0.27320186344496755
4THV8iU0E5bW9uPLjDVWSC,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Amigos Invisibles - Llegaste Tarde.mp3,DataSets\img\Los Amigos Invisibles - Llegaste Tarde.npy,128.0,41599.0,[103.359375],0.0011415340779875247,-16.237759,0.3584602177143097,1167.9924843049496,1251.368691977945,2377.4889438658215,0.035849840767247634,4,0,0.9979540058411658,[0.6244037],0.19735290485843318
56nJpkd8pEn0s201DX5jee,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Allanamiento Moral - Un Sol Apagado.mp3,DataSets\img\Allanamiento Moral - Un Sol Apagado.npy,128.0,877523.0,[139.67483108],0.0014699617355489816,-34.904877,0.22857867181301117,2444.1522962742115,2858.9941815441525,4563.135379598288,0.06594730432133832,5,0,0.9785898104310036,[0.63518088],0.2391363770226178
3JXsJ1Lr8nlFXWwWWfAklr,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Huracán de Fuego - El Arca de Noé.mp3,DataSets\img\Huracán de Fuego - El Arca de Noé.npy,128.0,31007.0,[126.04801829],0.0012648852427212859,-19.638233,0.3229963779449463,3686.6737059667366,3536.5071038901046,7751.9394183143695,0.08660542896642266,8,0,0.982344226911664,[0.64519357],0.3534437063794312
6JG5mw3SiruA9BaL274qZK,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\LIlia Vera - Son Chispitas.mp3,DataSets\img\LIlia Vera - Son Chispitas.npy,128.0,20683.0,[178.20581897],0.0006228440483315773,-22.843445,0.22829248011112213,1144.0663309301012,1712.0552714256125,1999.2965680255402,0.02396519457795397,0,0,0.9900431483983994,[0.70312157],0.15236858209904747
7zuWTpms4sU8bDxMp8xOGV,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Freyah - El Caminante.mp3,DataSets\img\Freyah - El Caminante.npy,128.0,19803.0,[112.34714674],0.000904469659483091,-13.608825,0.5697745680809021,2535.7815893484217,2668.331938241312,5140.837949251957,0.05761423897630005,0,0,0.9985842413734645,[0.71003151],0.3589769619835288
7BksgdV0Mg84hubP15M31F,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Soledad Bravo - Po la tu perta yo pasi.mp3,DataSets\img\Soledad Bravo - Po la tu perta yo pasi.npy,128.0,6611.0,[97.50884434],0.0012545725700710982,-19.678751,0.32541489601135254,2246.021765827055,2795.99531644683,4799.378097421628,0.047415162204733054,9,0,0.9985759675037116,[0.60384503],0.2582064163922545
5C2CbLumhLxMvSnwHEASaR,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Condores - Cuequita del Relog.mp3,DataSets\img\Los Condores - Cuequita del Relog.npy,128.0,31597.0,[86.1328125],0.003827197685628788,-14.476372,0.4563383460044861,2691.404930563719,3343.9433123017357,6367.605136112323,0.055641635472166086,9,0,0.9985091941198334,[0.62850387],0.33153977737240997
5m694y2pgzK8RH84W6vYnO,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Kallawaya - Jallalla Chuquiago.mp3,DataSets\img\Kallawaya - Jallalla Chuquiago.npy,128.0,22441.0,[114.84375],0.0015845107537994188,-16.320583,0.48894092440605164,2753.437555956804,3276.8946027974257,6189.438445490746,0.0598208064145843,7,0,0.9939606371335685,[0.68570677],0.3465428118658041
7I3Y3UnjaSFae4RwYx07ku,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Luzmila Carpio - Qalay Qalay.mp3,DataSets\img\Luzmila Carpio - Qalay Qalay.npy,128.0,12731.0,[120.18531977],0.002629824580425511,-18.598152,0.3458484411239624,2227.9938725466195,2513.8514892995786,4298.964782302971,0.053345995577238736,9,0,0.9997508183005266,[0.64884195],0.2638157385444288
1vxCAidwWPpuFWy9gNZK6f,Trompa-Mer,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,DataSets\audio\Los Ruphay - Tihuanaku-Ilabayataqui.mp3,DataSets\img\Los Ruphay - Tihuanaku-Ilabayataqui.npy,128.0,17533.0,[79.50721154],0.0005109568891558861,-15.912071,0.4344654381275177,2314.721462709397,2419.943847294725,4562.733308612634,0.06358465628311039,7,0,0.9984970386140049,[0.61016618],0.29913657688979906
1aJ4ziTzI7gbEjgqzSw4sB,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Sukay - Estrella del Sur.mp3,DataSets\img\Sukay - Estrella del Sur.npy,128.0,30678.0,[123.046875],0.0003810237890248983,-21.498526,0.3620974123477936,3620.37650416914,3422.8530105649625,7432.852944020125,0.09834104121527647,6,0,0.9997317346569616,[0.65902117],0.36205757106054054
3g28goeIAUvyZ5OM1Hhx7k,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,DataSets\audio\Various Artists - Sicu Ensemble.mp3,DataSets\img\Various Artists - Sicu Ensemble.npy,128.0,19518.0,[166.70866935],0.0004884282819156392,-28.51586,0.2835513651371002,2769.0367741847795,2570.208502699655,5297.812261247286,0.08058058037705966,10,0,0.9465911202132702,[0.68789528],0.27911957332468534
60xUP4eZDvNX0jwS3Q8AEJ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Los Ruphay - Jiquisiñani.mp3,DataSets\img\Los Ruphay - Jiquisiñani.npy,128.0,18196.0,[120.18531977],0.001968955329710187,-18.516626,0.4077129065990448,2256.530695840293,2635.7366323728297,4230.063317364057,0.05933207561371467,10,0,0.9893365306779742,[0.66599201],0.2863396819223678
56spTVSObeVetiH7X1hveP,Trompa-Mer,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,DataSets\audio\Andanzas - Joropo.mp3,DataSets\img\Andanzas - Joropo.npy,128.0,25947.0,[123.046875],0.0009524044199468997,-25.581175,0.2682293951511383,1540.099303471293,2272.975658197529,2880.3494270751767,0.03187102977901696,9,0,0.9854855695739388,[0.62298311],0.19208308528179896
2rBmUbLL0eaxPFlpjXZePJ,Trompa-Mer,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,DataSets\audio\Rumillajta - Jacku.mp3,DataSets\img\Rumillajta - Jacku.npy,128.0,18473.0,[126.04801829],0.00040563111753291764,-22.970432,0.3180560767650604,1472.0608585052944,1980.0484052970114,2691.1049892762867,0.03879793632353403,4,0,0.9838128443807364,[0.64403634],0.20415608282203976
7zl5qGVMdyn8IeCZ8aS6yf,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Manta Du Bolivia - Puñales.mp3,DataSets\img\Manta Du Bolivia - Puñales.npy,128.0,17588.0,[105.46875],0.0025660782923181674,-19.856913,0.39751890301704407,1101.8943537746015,1573.4541981527252,1702.7676383342134,0.03358168881815631,8,0,0.9982900456525385,[0.6410509],0.2059659245906548
2P4hFT3Ozx2aLtYGEdCDBi,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Sukay - Mama Criso.mp3,DataSets\img\Sukay - Mama Criso.npy,128.0,73411.0,[139.67483108],0.0011416669733635364,-15.097174,0.2854081392288208,1403.8045509351941,1711.0737133036118,2832.377506434739,0.03389832982190302,4,0,0.9999001165779191,[0.66122747],0.1887230164719532
2kvJnfPSRGvNqEHywxGwds,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Manta Du Bolivia - Chupizinatay Yacuy.mp3,DataSets\img\Manta Du Bolivia - Chupizinatay Yacuy.npy,128.0,22005.0,[132.51201923],0.0002653840208494267,-22.054003,0.369331955909729,1634.7064143188477,2266.77170031178,3004.5765836666687,0.041962586109389015,4,0,0.9969570457469672,[0.67628303],0.23209107959116618
34eh95FzlKSCEJYj1N9eBX,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Mallku De Los Andes - Zapateo.mp3,DataSets\img\Mallku De Los Andes - Zapateo.npy,128.0,18348.0,[95.703125],0.00025672082878771456,-26.123611,0.36571240425109863,2342.222557890437,2643.6502123824093,5031.788919998378,0.052979921484449154,2,0,0.9994626638363115,[0.61456356],0.27805230527639535
08zkOm6PBNwi1aF9riT9nl,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DataSets\audio\Zumbayllu - La Escalera.mp3,DataSets\img\Zumbayllu - La Escalera.npy,128.0,48281.0,[166.70866935],0.0011584572378837317,-24.427755,0.2706529200077057,1978.365427640786,2587.13137675817,3949.7106699351193,0.045294490915662726,9,0,0.9944047899916768,[0.69953369],0.2221086685119543
7na2CmayzvxICjrSbdUQSe,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,DataSets\audio\Sexteto Mayor Orchestra - Asi Se Baila el Tango.mp3,DataSets\img\Sexteto Mayor Orchestra - Asi Se Baila el Tango.npy,128.0,19602.0,[117.45383523],0.00012014590562757592,-19.764475,0.24452970921993256,1310.9145631095143,1700.66698618366,2848.7242853388025,0.026264169208671445,2,0,0.9988512169802561,[0.6102167],0.1689042072806118
2JrDzFN6Bne99jPVj4Y8P3,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,DataSets\audio\Charly García - No Se Va A Llamar Mi Amor.mp3,DataSets\img\Charly García - No Se Va A Llamar Mi Amor.npy,128.0,7220.0,[129.19921875],0.00021829365562692367,-20.579453,0.4428194761276245,2753.5848687982866,3054.391911230787,5525.063921025651,0.0658278196867964,9,0,0.9915201216936111,[0.69344523],0.33117881662909393
4E7p53RpMQES1VTspmXEmE,Trompa-Mer,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.25,0.0,0.0833333333333333,0.0,0.3333333333333333,"DataSets\audio\Luciano Supervielle - Leonel, El Feo.mp3","DataSets\img\Luciano Supervielle - Leonel, El Feo.npy",128.0,8599.0,[151.99908088],0.00012505049500268942,-15.798706,0.3310524821281433,1659.433943366463,2229.084432821252,3359.3948450791586,0.029502578146097757,4,0,0.9958003233186901,[0.69561607],0.22097975693381197
27r2jIxs0aoJeytT86duvA,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,DataSets\audio\Los Fabulosos Cadillacs - Paquito - Remasterizado 2008.mp3,DataSets\img\Los Fabulosos Cadillacs - Paquito - Remasterizado 2008.npy,128.0,17449.0,[129.19921875],0.0006324344280418244,-15.002079,0.44568589329719543,3062.949956820543,3437.7259593510175,6686.95720500262,0.06747979297316854,9,0,0.9912297390401363,[0.69430391],0.35275862822043463
6Pyuw6xvtv388idxtnPUDp,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,DataSets\audio\Carlos Gardel - Anclao En París.mp3,DataSets\img\Carlos Gardel - Anclao En París.npy,128.0,7214.0,[132.51201923],0.0013056981681728505,-25.60601,0.20033371448516846,1751.914332924117,1662.703925472396,2956.9204634318676,0.06359733628198423,3,0,0.9911969127133489,[0.61803024],0.1835721936899973
3P9Q36GhjO5CfQxYo6Rwro,Trompa-Mer,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.3846153846153846,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,DataSets\audio\Los Chalchaleros - Lopez Pereyra - 1° Version - Remastered 2003.mp3,DataSets\img\Los Chalchaleros - Lopez Pereyra - 1° Version - Remastered 2003.npy,128.0,21678.0,[161.49902344],0.000304030227308399,-18.340384,0.3583773076534271,1680.737331002174,2284.3964103702065,3154.7814768813264,0.03642671743620127,6,0,0.9998433014407055,[0.72190524],0.2315082579512873
5c3ziCfMcJxProIZ7yg7yq,Trompa-Mer,0.2,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.4,DataSets\audio\Barbara Luna - Jinete de los Tiempos.mp3,DataSets\img\Barbara Luna - Jinete de los Tiempos.npy,128.0,23222.0,[109.95678191],6.12894262707277e-05,-18.39817,0.4040195345878601,2849.314800953517,3358.33386761145,6485.9435321116325,0.05420988662852465,9,0,0.984072232618928,[0.64595856],0.32462749825952114
4dioJLMxQwZdGvPcjRCJK9,Trompa-Mer,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,DataSets\audio\Jorge Cafrune - La Olvidada.mp3,DataSets\img\Jorge Cafrune - La Olvidada.npy,128.0,13570.0,[103.359375],0.0010556603109075815,-22.669565,0.2115325629711151,1613.552250423433,1975.141471305931,3001.604710761037,0.03745319384732204,6,0,0.9784422870725393,[0.56892391],0.17808100435193389
012WbwBgON9prZ6BPdVCsy,Trompa-Mer,0.125,0.0,0.125,0.0,0.0,0.0,0.375,0.375,0.0,DataSets\audio\Electro Dub Tango - Gira.mp3,DataSets\img\Electro Dub Tango - Gira.npy,128.0,22420.0,[105.46875],0.0007690095761847618,-18.44375,0.2575136721134186,1323.2762450382663,1699.1356764413313,2616.964932652536,0.029559764552910258,5,0,0.9983502995455638,[0.59440257],0.17405630704035727
